"id","Tipo"," Asignatura","GRUPO","PE","SEMESTRE","Horas a la semana","Modalidad","Créditos","MODELO","NOMBRE(S)","APELLIDOS","Grupo Responsable","LIC MEFI","LCC MEFI","LIS MEFI","LA MEFI","LEM MEFI","LM cupo","CUPO MAX","Lunes","Aula1","Martes","Aula2","Miércoles","Aula3","Jueves","Aula4","Viernes","Aula5","","","","",""
"435-EE+MCM+MCC3+MME+MCS+DCM","Obligatoria","Seminario de Investigación IV (Fátima Cocom)","","MCC","3","4","Ordinario","","MEyA","Gómez Montalvo Jorge Ricardo","Menéndez Domínguez Víctor Hugo","","","","","","","","","","Cubículo","","","","","","","","","","","","",""
"436-EE+MCM+MCC3+MME+MCS+DCM","Obligatoria","Seminario de Investigación IV (Leonardo Espinosa Arévalo)","","MCC","3","4","Ordinario","","MEyA","Aguilar Vera Raúl Antonio","Aguileta Güemez Antonio Armando","","","","","","","","","","Cubículo","","","","","","","","","","","","",""
"437-EE+MCM+MCC3+MME+MCS+DCM","Obligatoria","Seminario de Investigación IV (Moisés Medina Ramirez)","","MCC","3","4","Ordinario","","MEyA","Moo Mena Francisco José","Aguileta Güemez Antonio Armando","","","","","","","","","","Cubículo","","","","","","","","","","","","",""
"438-EE+MCM+MCC3+MME+MCS+DCM","Obligatoria","Seminario de Investigación IV (Yuniel Adrián Villar del Mazo)","","MCC","3","4","Ordinario","","MEyA","Bassam Alí","Martín González Anabel","","","","","","","","","","Cubículo","","","","","","","","","","","","",""
"439-EE+MCM+MCC+MME+MCS+DCM6","Obligatoria","Documentación de la Investigación (Xavier Sierra Canto)","","DCM","7","448","Regular","37","MEFI","Brito Loeza Carlos Francisco","Legarda Sáenz Ricardo","","","","","","","","","","Cubículo","","","","","","","","","","","","",""
"440-EE+MCM+MCC+MME+MCS+DCM6","Obligatoria","Documentación de la Investigación (Eduardo Camilo de los Reyes Hernández Mézquita)","","DCM","7","448","Regular","37","MEFI","Javier Arturo","Díaz Vargas","","","","","","","","","","Cubículo","","","","","","","","","","","","",""
"441-EE+MCM+MCC+MME+MCS+DCM5","Obligatoria","Seminario de Investigación VI (Carlos Felipe Ávila Cruz)","","DCM","6","448","Regular","40","MEFI","José Matías","Navarro Sosa","","","","","","","","","","Cubículo","","","","","","","","","","","","",""
"442-EE+MCM+MCC+MME+MCS+DCM3","Obligatoria","Seminario de Investigación IV (Vicente Alfonso Lizama Pool)","","DCM","4","448","Regular","40","MEFI","Brito Loeza Carlos Francisco","Legarda Sáenz Ricardo","","","","","","","","","","Cubículo","","","","","","","","","","","","",""
"443-EE+MCM+MCC+MME+MCS+DCM","Obligatoria","Seminario de Investigación III (Lucía Liliane Campa Cardeña)","","DCM","3","448","Regular","40","MEFI","Navarrete Carrillo Juan Pablo","Barrera Vargas Waldemar del Jesús","","","","","","","","","","Cubículo","","","","","","","","","","","","",""
"444-EE+MCM+MCC+MME+MCS+DCM","Obligatoria","Seminario de Investigación II (Luis Gustavo Pérez Reyes)","","DCM","2","448","Regular","40","MEFI","Henry Gaspar ","Pantí Trejo","","","","","","","","","","Cubículo","","","","","","","","","","","","",""
"445-EE+MCM+MCC+MME+MCS+DCM","Obligatoria","Seminario de Investigación I (Noé Guadalupe Chan Chí)","","DCM","1","448","Regular","40","MEFI","Eric José","Ávila Vales","","","","","","","","","","","","","","","","","","","","","","",""
"446-EE+MCM+MCC+MME+MCS+DCM","Obligatoria","Seminario de Investigación I ( Roberto Balcazar Araiza)","","DCM","1","448","Regular","40","MEFI","Matías","Navarro Soza","","","","","","","","","","","","","","","","","","","","","","",""
"447-EE+MCM+MCC+MME+MCS+DCM","Obligatoria","Seminario de Investigación I ( Gustavo Humberto Vargas de los Santos)","","DCM","1","448","Regular","40","MEFI","Waldemar del Jesús","Barrera Vargas","","","","","","","","","","","","","","","","","","","","","","",""
"500-PII1-G1","PII","Inglés","","PII","","3","","","","","","","","","","","","","","","","13:00 - 14:30","D3","","","13:00 - 14:30","C3","","","","","","",""
"500-PII1-G2","PII","Inglés","","PII","","3","","","","","","","","","","","","","","","","","","09:00 - 12:00","D2","","","","","","","","",""
"600-Libre-FMAT-MEFI","Libre","Manejo y Control de las Emociones","","LIbre FMAT","","3.5","Regular","6","MEFI","Laura Carolina","Sánchez Leal","Secretaría Académica","","","","","","","30","13:30 - 15:00","D4","","","13:00 - 15:00","H6","","","","","","","","",""
"450-MCC4","Optativa","Aprendizaje automático","","MCC","","4","Regular","","","Víctor Emanuel","Uc Cetina","","","","","","","","12","","","10:30 - 12:30","CC2","","","10:30 - 12:30","CC2","","","","","","",""
